Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Pitch_Speed_Kmph,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,15,Active_Noise,Straight,98.9,Mid Inside,-0.165,1.012,-19.839,-0.027,1.019,-19.839,0.138,-0.173,1.016,-19.839,-0.125,1.128,-19.824,0.123,Strike,Take
Sub_Test01,16,Active_Noise,Straight,99.6,Mid Inside,-0.188,1.006,-19.835,-0.316,0.959,-19.835,0.136,-0.185,1.012,-19.841,-0.232,1.128,-19.841,0.125,Ball_Missed,Take
Sub_Test01,17,Active_Noise,Straight,99.6,Mid Inside,-0.183,1.021,-19.837,0.023,1.13,-19.837,0.233,-0.178,1.01,-19.842,-0.052,1.09,-19.809,0.153,Strike,Take
Sub_Test01,18,Active_Noise,Straight,99.2,Mid Inside,-0.195,0.991,-19.842,-0.193,0.978,-19.842,0.013,-0.197,0.994,-19.846,-0.155,1.029,-19.84,0.055,Strike_PassedBall,Take
Sub_Test01,19,Active_Noise,Straight,95.1,Mid Inside,-0.197,0.976,-19.853,-0.214,0.737,-19.853,0.24,-0.182,0.996,-19.854,-0.177,0.88,-19.853,0.116,Strike_Missed,Take
Sub_Test01,20,Active_Noise,Straight,96,Mid Inside,-0.172,1.027,-19.855,-0.315,1.216,-19.855,0.238,-0.178,1.011,-19.856,-0.231,1.193,-19.837,0.191,Ball_PassedBall,Take
Sub_Test01,21,Active_Noise,Straight,97.4,Mid Inside,-0.183,0.976,-19.856,-0.015,1.138,-19.856,0.233,-0.186,0.976,-19.864,-0.072,1.143,-19.815,0.208,Strike,Take
Sub_Test01,22,Active_Noise,Straight,98.6,Mid Inside,-0.189,0.986,-19.876,-0.015,1.105,-19.876,0.212,-0.184,0.991,-19.874,-0.066,1.112,-19.811,0.18,Strike,Take
Sub_Test01,23,Active_Noise,Straight,99.9,Mid Inside,-0.192,0.985,-19.875,-0.392,0.959,-19.875,0.202,-0.19,0.993,-19.876,-0.227,1.07,-19.851,0.09,Ball_Missed,Take
Sub_Test01,24,Active_Noise,Straight,99.6,Low Inside,-0.21,0.83,-19.904,-0.226,1.014,-19.904,0.184,-0.213,0.835,-19.906,-0.226,0.981,-19.892,0.148,Strike_PassedBall,Take
Sub_Test01,25,Active_Noise,Straight,98.5,Mid-Low Inside Ball,-0.222,0.845,-19.894,-0.232,0.951,-19.894,0.106,-0.221,0.849,-19.892,-0.206,1.013,-19.837,0.174,Strike,Take
